ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,HASC_2,CCN_2,CCA_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2,X,Y,OBJECTID,OBJECTID_1,IND_adm2_3,district_c,IND_adm2_5,Rename_dup,Shape_Area,F_AREA,GW_dev_sta,Irrig_cov_,GW____,Sw____,aridity,urban_no_u,arid_or_se,Aquifer_ty,Himalayan,ration__cu,Prod_ha__I,Rainfall__,Slope,Yield,CI_____1,Yield_CI,GW_dev_2,Layer_1,Layer_2,Layer_3,Layer_4,CI_yield,map,combined,State_Tex,Dist_Text,C_Land_Rc,T_Land_Rc,F__Land_Re,C_Irr_Ex_G,T_Irr_Ex_G,F__Irr_Ex_,C_SWC,T_SWC,F__SWC,C_Irr_Ex_S,T_Irr_Ex_S,F__Irr_Ex1,C_Aqua_C,T_Aqua_C,F__Aqua_C,C_GWR_WC,T_GWR_WC,F__GWR_WC,C_Irr_Eff,T_Irr_Eff,F__Irr_Eff,C_E_FC,T_E_FC,F__E_FC,C_WSM,T_WSM,F__WSM,C_AGF,T_AGF,F__AGF,C_DHVC,T_DHVC,F__DHVC,C_IE_DP,T_IE_DP,F__IE_DP,C_AMIY,T_AMIY,F__AMIY,C_LR,T_LR,F__LR,C_WH,T_WH,F__WH,C_Others,T_Others,F__Others,C_GwR,T_GwR,F__GwR,C_F_L,T_F_L,F__F_L,C_InSi_WC,T_InSi_WC,F__InSi_WC,C_IR_E,T_IR_E,F__IR_E,C_CRD,T_CRD,F__TRD,C_PHS,T_PHS,F__PHS,C_P_R,T_P_R,F__P_R,C_S_H,T_S_H,F__S_H,C_L_R,T_L_R,F__L_R,C_Ag_All,T_Ag_All,F__Ag_All,C_Water,T_Water,F__Water,C_NRM_AG,T_NRM_AG,F__NRM_AG,C_No_NRM,T_No_NRM,F__No_NRM,C_NR_No_AG,T_NR_No_AG,F__NR_No_A,C_No_NR_Ag,T_No_NR_Ag,F__No_NR_A,C_NRM,T_NRM,F__NRM,C_Non_NRM,T_Non_NRM,F__Non_NRM,OBJECTID_2,DIST_C,Old_Dist,District_A,Adaptation,Mitigation,Replacment,General_SI
105,IND,India,2,Andhra Pradesh,12,Srikakulam,IN.AD.SR,0,,District,District,,Srikakulum,83.97930000000,18.57120000000,622,9,Andhra Pradesh,12,Srikakulam,Srikakulam,0.53717959538,6276350421.90000000000,48.21738197200,52.75584350010,0.19754240310,0.80245829776,0.67251149785,,,HR,0,0.63985501674,28711,827.36428795900,3.83151608217,Medium,Medium,MM,Safe,2,B,iv,beta,MM,m8d,6,Andhra Pradesh,Srikakulam,2693,300806,1,116,300806,0,268925,300806,89,14738,300806,5,267,300806,0,1654,300806,1,11719,300806,4,692,300806,0,5582,334147,2,2831,334147,1,9172,334147,3,14855,334147,4,3449,334147,1,9629,334147,3,264056,334147,79,7055,334147,2,1658,334147,0,748,334147,0,3363,334147,1,11719,334147,4,30,334147,0,0,334147,9.27736730581542e-05,11765,334051,4,3449,334051,1,6126,334051,2,481,334051,0,312230,334051,93%,57759,418733,14,84702,418733,20,275791,418733,66,481,418733,0,333550,418733,80,85183,418733,20,9,12,Srikakulam,Srikakulam,Highly Suitable,Moderatly Suitable,Highly Suitable (Community Wells),Highly Suitable (Adaptation + On Grid Community We
105,IND,India,2,Andhra Pradesh,14,Vizianagaram,IN.AD.VS,0,,District,District,,Vizianagram,83.36380000000,18.46530000000,360,11,Andhra Pradesh,14,Vizianagaram,Vizianagaram,0.48978753673,5726035698.37000000000,21.06885643870,52.92893078120,0.20532275957,0.79467757617,0.75234193454,,,HR,0,0.47430850069,31851,1140.11880585000,5.62841982081,Medium,Low,LL,Safe,2,B,iv,alpha,LM,m7b,7,Andhra Pradesh,Vizianagaram,417,344638,0,1023,344638,0,325955,344638,95,12384,344638,4,875,344638,0,379,344638,0,2355,344638,1,1250,344638,0,5814,364642,2,3535,364642,1,7770,364642,2,13407,364642,4,4666,364642,1,3318,364642,1,321387,364642,88,232,364642,0,379,364642,0,1666,364642,0,96,364642,0,2355,364642,1,4,364642,0,12,364642,0,10779,364642,3,4666,364642,1,3411,364642,1,803,364642,0,344982,364642,95%,43884,448970,10,84332,448970,19,319951,448970,71,803,448970,0,363835,448970,81,85135,448970,19,11,14,Vizianagaram,Vizianagaram,Highly Suitable,Moderatly Suitable,Highly Suitable (Community Wells),Highly Suitable (Adaptation + On Grid Community We
105,IND,India,2,Andhra Pradesh,15,West Godavari,IN.AD.WG,0,,District,District,,,81.39220000000,16.88690000000,322,12,Andhra Pradesh,15,West Godavari,West Godavari,0.65784965711,7757036069.26000000000,41.40334851530,91.66275502630,0.49922828952,0.50077138191,0.66442096511,,,SR,0,0.64333939435,64600,1103.83682474000,1.98687565001,High,Medium,HH,Safe,1,B,v,,MH,m1b,1,Andhra Pradesh,West Godavari,459,45507,1,148,45507,0,6081,45507,13,18348,45507,40,NA,NA,NA,19,45507,0,20442,45507,45,11,45507,0,239,52393,0,1427,52393,3,1088,52393,2,18495,52393,35,2053,52393,4,2569,52393,5,5844,52393,11,48,52393,0,19,52393,0,92,52393,0,58,52393,0,20442,52393,39,NA,NA,NA,18,52393,0,2423,52393,5,2053,52393,4,2202,52393,4,110,52393,0,45604,52393,87%,46303,93853,49,41468,93853,44,5972,93853,6,110,93853,0,52274,93853,56,41579,93853,44,12,15,West Godavari,West Godavari,Highly Suitable,Highly Suitable,Highly Suitable (Community Wells),Highly Suitable (Adaptation + Mitigation + On Grid
105,IND,India,3,Arunachal Pradesh,17,Anjaw,IN.AR.AJ,0,,District,District,,Lohit Frontier Division,96.82690000000,28.07220000000,234,144,Arunachal Pradesh,17,Anjaw,Anjaw,0.59848678492,6519429623.05000000000,0.00000000000,0.00000000000,0.05067666155,0.94932334025,0.00000000000,,Arid,HR,Eastern Himalayas,0.40961587382,0,0.00000000000,31.70534456270,Low,Low,LL,Safe,2,A,ii,,LL,m13,11,Arunachal Pradesh,Anjaw,194,286,68,0,286,0,8,286,3,25,286,9,21,286,7,NA,NA,NA,NA,NA,NA,37,286,13,65,1365,5,196,1365,14,312,1365,23,25,1365,2,0,1365,0,635,1365,47,8,1365,1,9,1365,1,NA,NA,NA,27,1365,2,88,1365,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,1338,38,0,1338,0,441,1338,33,6,1338,0,382,1338,29%,1228,4534,27,3196,4534,70,104,4534,2,6,4534,0,1332,4534,29,3202,4534,71,144,17,Anjaw,Anjaw,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable
105,IND,India,3,Arunachal Pradesh,18,Changlang,IN.AR.CH,0,,District,District,,,96.34490000000,27.37040000000,195,14,Arunachal Pradesh,18,Changlang,Changlang,0.45941479747,5036134002.99000000000,0.72733808890,24.57454317310,0.10145723274,0.89854310200,1.59233192492,,,HR,Eastern Himalayas,0.35404153701,18945,1823.67734371000,18.45834145720,Low,Medium,LL,Safe,2,A,ii,,ML,m13,11,Arunachal Pradesh,Changlang,201,3598,6,90,3598,2,95,3598,3,1304,3598,36,714,3598,20,58,3598,2,94,3598,3,1041,3598,29,466,9210,5,1342,9210,15,2284,9210,25,1394,9210,15,50,9210,1,786,9210,9,74,9210,1,1455,9210,16,58,9210,1,894,9210,10,177,9210,2,94,9210,1,135,9210,1,NA,NA,NA,3685,8794,42,50,8794,1,535,8794,6,180,8794,2,4343,8794,49%,7855,16603,47,7837,16603,47,731,16603,4,180,16603,1,8586,16603,52,8017,16603,48,14,18,Changlang,Changlang,Moderatly Suitable,Less Suitable,Moderatly Suitable,Moderatly Suitable
105,IND,India,3,Arunachal Pradesh,20,East Kameng,IN.AR.EK,0,,District,District,,,93.03200000000,27.29400000000,356,15,Arunachal Pradesh,20,East Kameng,East Kameng,0.37300424834,4091644641.37000000000,0.27979040341,14.29947618760,0.26473526032,0.73526416743,1.40228157802,,,HR,Eastern Himalayas,0.54585822703,15396,2557.65034784000,21.93602701010,Low,Low,LL,Safe,2,A,ii,,LL,m13,11,Arunachal Pradesh,East Kameng,160,5347,3,119,5347,2,151,5347,3,1883,5347,35,2321,5347,43,271,5347,5,178,5347,3,264,5347,5,211,15537,1,2568,15537,17,5298,15537,34,2002,15537,13,207,15537,1,437,15537,3,104,15537,1,596,15537,4,271,15537,2,3550,15537,23,65,15537,0,178,15537,1,49,15537,0,0,15537,0,7915,15377,51,168,15377,1,60,15377,0,1268,15377,8,5966,15377,39%,13231,22398,59,7094,22398,32,806,22398,4,1268,22398,6,14037,22398,63,8362,22398,37,15,20,East Kameng,East Kameng,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable
105,IND,India,3,Arunachal Pradesh,21,East Siang,IN.AR.ES,0,,District,District,,,95.16330000000,28.11790000000,338,16,Arunachal Pradesh,21,East Siang,East Siang,0.33217464964,3616931415.33000000000,0.09415944874,16.03714442440,0.00719184207,0.99280701405,1.76283707943,,,HR,Eastern Himalayas,0.54018947524,18702,2941.01803818000,17.49727476360,Low,High,HL,Safe,4,A,ii,,HL,m13,11,Arunachal Pradesh,East Siang,2,1010,0,NA,NA,NA,55,1010,5,116,1010,12,320,1010,32,NA,NA,NA,129,1010,13,388,1010,38,487,2272,21,303,2272,13,279,2272,12,116,2272,5,2,2272,0,14,2272,1,13,2272,1,428,2272,19,NA,NA,NA,388,2272,17,113,2272,5,129,2272,6,NA,NA,NA,NA,NA,NA,582,1828,32,2,1828,0,10,1828,1,68,1828,4,1165,1828,64%,1609,4801,34,2987,4801,62,138,4801,3,68,4801,1,1747,4801,36,3055,4801,64,16,21,East Siang,East Siang,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable
105,IND,India,3,Arunachal Pradesh,22,Kurung Kumey,IN.AR.KK,0,,District,District,,,93.31780000000,28.03800000000,118,146,Arunachal Pradesh,22,Kurung Kumey,Kurung Kumey,0.52510227443,5721827354.15000000000,0.00000000000,0.00000000000,0.00221216500,0.99778764725,0.00000000000,,Arid,HR,Eastern Himalayas,0.23915881073,0,0.00000000000,27.86730918870,Low,Low,LL,Safe,2,A,ii,,LL,m13,11,Arunachal Pradesh,Kurung Kumey,41,2108,2,138,2108,7,182,2108,9,835,2108,40,456,2108,22,24,2108,1,146,2108,7,287,2108,14,380,5695,7,564,5695,10,1430,5695,25,973,5695,17,66,5695,1,478,5695,8,162,5695,3,368,5695,6,24,5695,0,1003,5695,18,24,5695,0,146,5695,3,76,5695,1,NA,NA,NA,1995,5334,37,66,5334,1,378,5334,7,547,5334,10,2348,5334,44%,4299,11418,38,6201,11418,54,371,11418,3,547,11418,5,4670,11418,41,6748,11418,59,146,22,Kurung Kumey,Kurung Kumey,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable
105,IND,India,3,Arunachal Pradesh,23,Lohit,IN.AR.LH,0,,District,District,,Lohit Frontier Division,96.22820000000,27.87090000000,502,17,Arunachal Pradesh,23,Lohit,Lohit,0.31524049533,3440257484.84000000000,0.27458471387,9.01039852729,0.05084723007,0.94915261768,1.55109515180,,,HR,Eastern Himalayas,0.71980647112,33754,2256.60634869000,15.32677066590,Low,High,HL,Safe,4,A,ii,,HL,m13,11,Arunachal Pradesh,Lohit,212,3256,7,75,3256,2,296,3256,9,137,3256,4,5,3256,0,259,3256,8,41,3256,1,2232,3256,69,3349,5279,63,373,5279,7,367,5279,7,211,5279,4,2,5279,0,235,5279,4,44,5279,1,131,5279,2,259,5279,5,229,5279,4,37,5279,1,41,5279,1,NA,NA,NA,NA,NA,NA,740,4356,17,2,4356,0,13,4356,0,224,4356,5,3376,4356,78%,3665,8530,43,4174,8530,49,466,8530,5,224,8530,3,4132,8530,48,4398,8530,52,17,23,Lohit,Lohit,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable
105,IND,India,3,Arunachal Pradesh,24,Longding,,0,,District,District,,<Null>,95.33570000000,26.85850000000,110,147,Arunachal Pradesh,24,Longding,Longding,0.08477832703,933518304.43700000000,0.00000000000,0.00000000000,0.00600810780,0.99399232377,0.00000000000,,Arid,HR,Eastern Himalayas,0.22506936511,0,0.00000000000,19.68631395720,Low,Low,LL,Safe,2,A,ii,,LL,m13,11,Arunachal Pradesh,Longding,12,1190,1,31,1190,3,128,1190,11,237,1190,20,528,1190,44,112,1190,9,36,1190,3,107,1190,9,388,3416,11,379,3416,11,666,3416,19,268,3416,8,3,3416,0,563,3416,16,22,3416,1,263,3416,8,112,3416,3,645,3416,19,9,3416,0,36,3416,1,64,3416,2,NA,NA,NA,1076,3157,34,3,3157,0,412,3157,13,117,3157,4,1551,3157,49%,2648,5774,46,2637,5774,46,371,5774,6,117,5774,2,3019,5774,52,2754,5774,48,147,24,Longding,Longding,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable
105,IND,India,3,Arunachal Pradesh,25,Lower Dibang Valley,IN.AR.DL,0,,District,District,,,95.81780000000,28.36400000000,588,18,Arunachal Pradesh,25,Lower Dibang Valley,Lower Dibang Valley,0.51216281250,5564178866.66000000000,0.05814334843,13.62701134270,0.00161661525,0.99838339593,1.33429902191,,,HR,Eastern Himalayas,0.80018948366,0,2585.25411646000,24.99457542750,Low,Medium,LL,Safe,2,A,ii,,ML,m13,11,Arunachal Pradesh,Lower Dibang Valley,NA,NA,NA,29,223,13,52,223,23,102,223,46,35,223,16,NA,NA,NA,6,223,3,0,223,0,305,2369,13,242,2369,10,441,2369,19,131,2369,6,2,2369,0,21,2369,1,50,2369,2,26,2369,1,NA,NA,NA,1122,2369,47,13,2369,1,6,2369,0,12,2369,0,NA,NA,NA,695,2066,34,2,2066,0,21,2066,1,1087,2066,53,263,2066,13%,948,4342,22,2276,4342,52,32,4342,1,1087,4342,25,979,4342,23,3363,4342,77,18,25,Lower Dibang Valley,Lower Dibang Valley,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable,Moderatly Suitable
